"","logFC","logCPM","LR","PValue","PAdju_BH","PAdju_bonf","expression","expression_bonf"
"Mcavernosa24089-RA",-1.60570068976614,2.73257938011203,3.34431339847642,0.0674376078241966,0.555725775133094,1,"Stable","Stable"
"Mcavernosa24092-RA",0.63535121192861,3.15251318197576,0.101270425285675,0.750310367876627,0.904486397806132,1,"Stable","Stable"
"Mcavernosa24093-RA",-0.697873238138771,3.37361237581305,0.165093717333894,0.684509503593175,0.873387827069157,1,"Stable","Stable"
"Mcavernosa24099-RA",-0.663126744070098,5.45700321895304,0.459787813848006,0.497723155341016,0.760089537637685,1,"Stable","Stable"
"Mcavernosa24104-RA",-3.09195229370782,4.59408400742718,6.14198918709888,0.0132008731347111,0.443668264998809,1,"Stable","Stable"
"Mcavernosa24117-RA",1.4415316234044,6.14313854552253,0.998535249627835,0.317665194335301,0.643484997568053,1,"Stable","Stable"
"Mcavernosa24118-RA",-1.2476670084149,3.35050122292121,0.57065651688373,0.449998151958839,0.729787578842846,1,"Stable","Stable"
"Mcavernosa24119-RA",0.395222675484872,6.9359746266325,0.129877985680039,0.718558581069583,0.89196656863947,1,"Stable","Stable"
"Mcavernosa24172-RA",0.345663547439884,3.09225414267178,0.0549522051642075,0.814659812979733,0.93522839179085,1,"Stable","Stable"
"Mcavernosa24173-RA",1.16545453985683,2.7552566317483,1.89269209839339,0.168898591903688,0.59669211086684,1,"Stable","Stable"
"Mcavernosa24174-RA",-3.45519600401939,4.54007508891055,6.37225099523402,0.0115918464730723,0.437911429889113,1,"Stable","Stable"
"Mcavernosa24240-RA",1.13968607174476,2.69050735134438,2.89730653182596,0.0887276983607761,0.557251689217917,1,"Stable","Stable"
"Mcavernosa24241-RA",0.183152059719612,2.84185256625321,0.00524975428345797,0.942239666402489,0.988141427405299,1,"Stable","Stable"
"Mcavernosa24254-RA",0.880735559175074,2.67992071976069,2.20438476931692,0.137618788707402,0.557251689217917,1,"Stable","Stable"
"Mcavernosa24294-RA",-1.8878998882782,3.06800944447002,0.363411233264042,0.546617800540788,0.791040855662172,1,"Stable","Stable"
"Mcavernosa24348-RA",0.47394286545163,2.6880570306136,0.343130484641942,0.558027796433789,0.798832036348673,1,"Stable","Stable"
"Mcavernosa24349-RA",-0.824273108071763,2.72217512842372,0.345270004549217,0.556802956486192,0.798523674532148,1,"Stable","Stable"
"Mcavernosa24350-RA",-0.472468986312661,2.66933619478336,0.954407680222599,0.32859989214619,0.651999882505725,1,"Stable","Stable"
"Mcavernosa24354-RA",-1.15445106051596,2.78361857517894,0.60362608302459,0.437197846110806,0.722977213390554,1,"Stable","Stable"
"Mcavernosa27159-RA",-0.269219092437949,2.6907085729106,0.0865751415356355,0.76857716081918,0.913263182457894,1,"Stable","Stable"
"Mcavernosa27160-RA",-0.217247062410239,3.88010509509625,0.0192203899587735,0.889736513101044,0.967868965699008,1,"Stable","Stable"
"Mcavernosa27162-RA",-2.04473751828541,3.01795424424842,1.34864450545883,0.245515226018874,0.597224565178458,1,"Stable","Stable"
"Mcavernosa27165-RA",-3.77057451004918,3.15979282728518,1.56344926752952,0.211160895023038,0.597224565178458,1,"Stable","Stable"
"Mcavernosa27167-RA",0.880735559175074,2.67992071976069,2.20438476931692,0.137618788707402,0.557251689217917,1,"Stable","Stable"
"Mcavernosa27170-RA",-1.94876837204809,6.14486976433497,1.92667206558751,0.165122997963724,0.592246311783243,1,"Stable","Stable"
"Mcavernosa27205-RA",-3.73189658774242,3.15900076252229,2.84085478715266,0.0918953165424324,0.557251689217917,1,"Stable","Stable"
"Mcavernosa27209-RA",0.880735559175074,2.67992071976069,2.20438476931692,0.137618788707402,0.557251689217917,1,"Stable","Stable"
"Mcavernosa27214-RA",-0.940641443339383,3.12706616994392,0.143948897492388,0.704386410714888,0.883668632792262,1,"Stable","Stable"
"Mcavernosa27215-RA",-0.442596562957208,4.14777849615064,0.0785783594726954,0.779233298109449,0.917399758864853,1,"Stable","Stable"
"Mcavernosa27217-RA",-5.45668358711675,4.74508663243739,7.72050668900398,0.00545970711871199,0.315779491816292,1,"Stable","Stable"
"Mcavernosa27221-RA",-5.05187426294065,4.96723803442459,11.4275275328807,0.000723639170715057,0.105070900006221,1,"Stable","Stable"
"Mcavernosa27247-RA",1.80485105761256,3.42743972952139,0.453921908519876,0.500478362714595,0.760254839525876,1,"Stable","Stable"
"Mcavernosa27248-RA",0.450159895140709,2.80134299663405,0.0435174888733196,0.834753907081836,0.942785884994026,1,"Stable","Stable"
"Mcavernosa27249-RA",-0.0669569211434512,3.58625065353131,0.000548056771476624,0.981322739880817,0.998337802284864,1,"Stable","Stable"
"Mcavernosa27262-RA",2.28021614382834,3.04573844489036,1.18337497559189,0.276669987120674,0.622116946358295,1,"Stable","Stable"
"Mcavernosa27263-RA",2.97393299337145,2.94846059298376,2.71801543418811,0.0992213103935208,0.557251689217917,1,"Stable","Stable"
"Mcavernosa27264-RA",-2.27057657219347,2.84012763363103,0.804721963073902,0.36968531944517,0.686724477953619,1,"Stable","Stable"
"Mcavernosa27273-RA",1.55971263194533,3.4577692141073,1.25677896544119,0.262261670225478,0.606647278999075,1,"Stable","Stable"
"Mcavernosa27274-RA",0.673152408665056,4.20167897912112,0.365235923973248,0.545612619553948,0.790228958754635,1,"Stable","Stable"
"Mcavernosa27275-RA",-1.92047930196584,3.01088449880154,1.01834272481539,0.31291244226151,0.641139035035284,1,"Stable","Stable"
"Mcavernosa27276-RA",-0.406963709313263,2.66673783101323,0.890561523569388,0.345325185717524,0.665841105094374,1,"Stable","Stable"
"Mcavernosa27277-RA",0.321512975464675,2.75173124119863,0.0676681464269526,0.794762712537184,0.926598380494536,1,"Stable","Stable"
"Mcavernosa27278-RA",0.880735559175074,2.67992071976069,2.20438476931692,0.137618788707402,0.557251689217917,1,"Stable","Stable"
"Mcavernosa27279-RA",-1.36672414663307,4.39471443680561,1.05469677010749,0.304427852880319,0.633048089242154,1,"Stable","Stable"
"Mcavernosa27280-RA",0.673119533194333,4.20163738354521,0.365189016911867,0.545638416637653,0.790228958754635,1,"Stable","Stable"
"Mcavernosa27353-RA",-2.31287783644704,3.84197916504978,2.36703528490981,0.123922197554555,0.557251689217917,1,"Stable","Stable"
"Mcavernosa27354-RA",2.77460467657213,4.65988933389094,2.30826430710661,0.128687677290635,0.557251689217917,1,"Stable","Stable"
"Mcavernosa27430-RA",0.567318706286098,5.64677859664368,0.222174993059774,0.637387656659936,0.850602828739382,1,"Stable","Stable"
"Mcavernosa27431-RA",-0.472468986312661,2.66933619478336,0.954407680222599,0.32859989214619,0.651999882505725,1,"Stable","Stable"
"Mcavernosa27432-RA",-0.964642784277214,3.20760814267092,0.137402892080092,0.710876662465636,0.888532083761523,1,"Stable","Stable"
"Mcavernosa27434-RA",-2.40668695575749,3.40937971897851,1.50767750440372,0.219493820904208,0.597224565178458,1,"Stable","Stable"
