"","logFC","logCPM","LR","PValue","PAdju_BH","PAdju_bonf"
"Mcavernosa21491",1.56129107216799,1.21522246622185,1.85611800455509,0.173073507580213,0.435194103533493,1
"Mcavernosa21492",3.18799546164546,7.70955684232485,2.1264747617789,0.144773375489225,0.422082814682325,1
"Mcavernosa21493",3.44264162334629,4.35384573783255,3.34747922395213,0.0673080126802402,0.317823437795106,1
"Mcavernosa21494",4.44075725171534,13.1330971284575,15.8480340389139,6.86378076222963e-05,0.0377254374487026,1
"Mcavernosa21496",-3.45236093815601,3.94345625057204,3.93483507992485,0.0472957777561466,0.286211471786305,1
"Mcavernosa21497",0.656216700345644,4.61723170848747,0.131504281038943,0.716877419305471,0.881785545247126,1
"Mcavernosa21499",6.08638412501695,5.53033490610994,4.08906380173933,0.0431615428150421,0.27967843725609,1
"Mcavernosa21502",0.537228065496743,2.27492248087256,0.115733995569144,0.733708180841161,0.893333623164999,1
"Mcavernosa21504",0,1.12422133588168,0,1,1,1
"Mcavernosa21505",6.04728818571689,5.65657692351889,4.56063063668792,0.0327150249509526,0.260012849145883,1
"Mcavernosa21507",0,1.12422133588168,0,1,1,1
"Mcavernosa21508",0.773913230394403,6.55541192859346,0.278669564249453,0.597574560164455,0.795257802820646,1
"Mcavernosa21509",-2.78222163067825,4.33606889343224,4.74629632501968,0.0293614240900451,0.255460114602522,1
"Mcavernosa21512",-4.62844732312029,2.9235575812664,4.8604774747089,0.0274787303236746,0.250616306082616,1
"Mcavernosa21513",0,1.12422133588168,0,1,1,1
"Mcavernosa21514",-3.76542258859025,5.59844731621308,6.9626572325703,0.00832283356204917,0.184458788225411,1
"Mcavernosa21516",-3.67352389501139,4.69705741491571,8.31915358503167,0.00392291955057911,0.156057961045486,1
"Mcavernosa21517",-3.19148066737016,1.40568849037093,2.54113642487295,0.110914930328393,0.380578962410212,1
"Mcavernosa21518",1.84678202811469,1.28429390667115,2.07927328527982,0.149311247398937,0.422082814682325,1
"Mcavernosa21520",-0.824267025085421,1.14992861644517,0.613403280893977,0.433509284745983,0.65924156620733,1
"Mcavernosa21522",-2.43534016501853,4.39266960329617,2.49491910894406,0.114214244384277,0.385722626638472,1
"Mcavernosa21524",-2.76955765303064,4.01051672141028,3.48124246875437,0.0620681210536006,0.309360073964872,1
"Mcavernosa21526",1.09901986533216,5.43110175607735,0.649268138040529,0.420374460853585,0.65924156620733,1
"Mcavernosa21527",8.31839889478166,6.07074366434458,7.71240121242339,0.00548427532446797,0.168978105764287,1
"Mcavernosa21528",0,1.12422133588168,0,1,1,1
"Mcavernosa21529",-2.42096156299137,4.7409306422345,4.04270185140896,0.044362742936738,0.282085479272162,1
"Mcavernosa21532",0,1.12422133588168,0,1,1,1
"Mcavernosa21533",0.324588795425271,5.85258182424939,0.0353317678860616,0.850902155737678,0.971212402473518,1
"Mcavernosa21534",1.56129107216799,1.21522246622185,1.85611800455509,0.173073507580213,0.435194103533493,1
"Mcavernosa21536",0.242470231745253,1.23937094971887,0.0535961228250263,0.816919888012506,0.950067594444007,1
"Mcavernosa21537",2.7902351952514,8.79253990670277,3.31291338721079,0.0687375299182447,0.318243558765569,1
"Mcavernosa21539",1.57320014067866,6.14009896408156,1.34760280503215,0.245697635215809,0.501785760005464,1
"Mcavernosa21545",-4.98009352408321,1.97212914625054,3.28965482446563,0.0697176772405988,0.320181830800754,1
"Mcavernosa21546",0,1.12422133588168,0,1,1,1
