"","logFC","logCPM","LR","PValue","PAdju_BH","PAdju_bonf","expression","expression_bonf"
"LOC110052886",3.64091865024357,0.52486832846249,3.17640204946436,0.0747090674775809,0.362063544330478,1,"Stable","Stable"
"LOC110052887",-0.518714649283982,0.0502893821456513,0.825535919596117,0.363566548865255,0.680080228568762,1,"Stable","Stable"
"LOC110052888",0.451299079542019,8.59508418800911,1.61117521619027,0.204326681591907,0.540810853050709,1,"Stable","Stable"
"LOC110052760",-0.359103925205054,7.70140107820814,0.797628064650446,0.371803486697244,0.685611983041838,1,"Stable","Stable"
"LOC110052926",-0.321813380958353,1.21506128132868,0.149457778533694,0.699054063923248,0.882933854529152,1,"Stable","Stable"
"LOC110052752",-3.28766947928106,0.86806176195121,10.966579299181,0.000927698492660488,0.0271036141168401,1,"Down","Stable"
"LOC110052889",-0.532346185090722,2.61986963631866,0.871976339400447,0.350408754841604,0.674746032280602,1,"Stable","Stable"
"LOC110052890",0.367565941699227,0.995186360124776,0.309692898269695,0.577868696377857,0.8186867207234,1,"Stable","Stable"
"LOC110052797",-0.626299118986632,5.39126549428608,2.97943341082315,0.0843287881376625,0.380303903277888,1,"Stable","Stable"
"LOC110052795",2.2107977589854,4.17646789781886,12.275184294715,0.000459021325871675,0.0162648852617531,1,"Up","Stable"
"LOC110052796",0.288360955906848,1.82052852796932,0.244343554014094,0.621086422537024,0.84323374983488,1,"Stable","Stable"
"LOC110052892",-1.36876527091488,1.21068183423277,3.871656745996,0.0491080233910825,0.299397006593906,1,"Stable","Stable"
"LOC110052723",-1.0414541452045,2.18355664956109,2.05860583654675,0.15134858814086,0.48292099260228,1,"Stable","Stable"
"LOC110052784",-0.0209006091073882,3.14720368447687,0.00174948340104564,0.966636749400992,0.989729029534117,1,"Stable","Stable"
"LOC110052782",-0.236300934826474,6.52964361783869,0.229351009965335,0.632005462869022,0.849993676838085,1,"Stable","Stable"
"LOC110052781",-0.784965054005046,6.43868054366904,2.57101268304351,0.10883803779189,0.420975481097357,1,"Stable","Stable"
"LOC110052783",-1.23132909839377,0.29733036474943,1.00400156246659,0.316344180304993,0.649240679347094,1,"Stable","Stable"
"LOC110052945",2.45023572945066,5.5820160393913,20.1195808437798,7.27480683981791e-06,0.0006895932775569,0.188948558050591,"Up","Stable"
"LOC110052921",0.0870159165879319,5.46618995293228,0.033691711372775,0.85436412093368,0.948307662949166,1,"Stable","Stable"
"LOC110052770",-0.802494711210435,4.3673136844327,2.54953853652062,0.110326474952646,0.422267835830398,1,"Stable","Stable"
"LOC110052893",0.342957193138312,4.08919619680962,0.997339428179451,0.317955145907128,0.650001786228355,1,"Stable","Stable"
"LOC110052718",-0.466958745718675,5.50384333184155,2.26088943502448,0.132677839419473,0.456792354618503,1,"Stable","Stable"
"LOC110052719",0.298988525526164,3.51717040400315,0.389685342928654,0.532464845211595,0.794145566163493,1,"Stable","Stable"
"LOC110052894",0.569613843405798,3.22013791604458,1.34417667116327,0.246298744768488,0.582909699361765,1,"Stable","Stable"
"LOC110052947",-0.630134285284557,2.5204692706442,1.68153298490039,0.194720879371373,0.531863013977566,1,"Stable","Stable"
"LOC110052946",-0.418250823672192,1.92955989691557,0.522035878723464,0.469974523819074,0.755978671244427,1,"Stable","Stable"
"LOC110052960",0.755163500501164,0.143980369747429,0.740039769736308,0.389648138748873,0.698724876258249,1,"Stable","Stable"
"LOC110052966",-1.08056649505998,2.70307510213472,0.979792297286863,0.322250089994266,0.653788594549373,1,"Stable","Stable"
"LOC110052964",1.60007193216758,2.10668272100873,2.97419177238433,0.0846023748421859,0.380840567235849,1,"Stable","Stable"
"LOC110052996",1.87472362184629,0.871735265292342,3.56376225967197,0.059053750677752,0.326202268471555,1,"Stable","Stable"
"LOC110053021",0.679361210976009,1.1725115260159,1.11717770920657,0.290526978745389,0.625537363753127,1,"Stable","Stable"
"LOC110053056",-0.713507524715582,3.26589073782584,2.32408016627015,0.127385501071281,0.44770970415858,1,"Stable","Stable"
"LOC110053055",0.189523284557122,3.05573626515788,0.246149188827737,0.619799699762138,0.843223684382652,1,"Stable","Stable"
"LOC110053009",-0.0389758646907375,5.92458152093924,0.0241472558807825,0.87651081384168,0.958262378040004,1,"Stable","Stable"
"LOC110053002",-0.215780185571886,2.16960744068691,0.0932907485499292,0.760034607438936,0.910640671075557,1,"Stable","Stable"
"LOC110053001",0.460009945071419,7.61706732542591,1.70598216693678,0.191507494716555,0.528015120606189,1,"Stable","Stable"
"LOC110053042",0.709078890115036,5.12099405754096,2.43088990683489,0.118965345042421,0.434771769861311,1,"Stable","Stable"
"LOC110053050",1.33662209352938,9.98200745069013,4.44517180879727,0.0350000682691455,0.254696679913974,1,"Stable","Stable"
"LOC110053008",-0.0251555578552961,2.21086593888178,0.00214774336604151,0.963036267555143,0.988479124812172,1,"Stable","Stable"
"LOC110053006",0.37755817993119,4.09776159826788,1.08016394274415,0.298660883784527,0.633212943181899,1,"Stable","Stable"
"LOC110053022",0.453464003173577,3.51915451096773,0.742488441776135,0.388864905715699,0.69794680368695,1,"Stable","Stable"
"LOC110053011",-0.865790996104198,4.31652063407074,4.26374340562825,0.0389340352672354,0.268089527570494,1,"Stable","Stable"
"LOC110053013",0.108925568627659,1.68041354787076,0.0274776987417447,0.868342689708775,0.954926948929038,1,"Stable","Stable"
"LOC110053014",-0.137043889552583,2.5845567993182,0.0577885422437738,0.810026010945463,0.930146661342663,1,"Stable","Stable"
"Trnag-gcc_1",-0.386346031327761,0.544533955365747,0.0499343516946116,0.823177546059449,0.935567742119706,1,"Stable","Stable"
"LOC110053016",0.0331185254229904,4.13815248926195,0.00843592452980246,0.926819371488889,0.975253158395281,1,"Stable","Stable"
"LOC110053012",-1.78642714023439,0.969511102711672,6.9093523396907,0.0085746044481747,0.119007973055054,1,"Stable","Stable"
"LOC110052985",-0.0665280488130607,6.64158486413017,0.0466706275970807,0.828961356163133,0.938030466763607,1,"Stable","Stable"
"LOC110053040",-0.0818290122018164,2.86607987577174,0.0253969921572441,0.873381834119385,0.956996711123971,1,"Stable","Stable"
"LOC110053041",0.0825577767467816,2.5750502497772,0.0248025222040411,0.874860134244798,0.957553403571013,1,"Stable","Stable"
"LOC110053047",-1.14414991033619,3.74921305453803,6.7390688921698,0.00943238430577159,0.126087142343698,1,"Stable","Stable"
"LOC110053046",0.529740568329015,2.34238968754345,0.981963694027804,0.321714482145697,0.653098316241262,1,"Stable","Stable"
"LOC110053018",0.687549160419794,3.08046936969579,1.8837535873281,0.169908140646058,0.505714767345706,1,"Stable","Stable"
"LOC110053017",0.0613223183208045,3.43243144147838,0.0196303513814975,0.8885743786963,0.961517732929357,1,"Stable","Stable"
"LOC110053054",0.484627675337023,3.48166425259246,1.30330383546105,0.2536106208184,0.589097143031788,1,"Stable","Stable"
"LOC110053045",-0.339277751994955,5.91946554673917,0.515634605227113,0.472709799091586,0.757882198259615,1,"Stable","Stable"
"LOC110053023",-0.0050592923440767,4.03044366813267,9.12457480239937e-05,0.992378511917782,0.997086302573925,1,"Stable","Stable"
"LOC110052989",0.263054650234198,1.93918446219478,0.0733928990457038,0.78645930122252,0.922237123008442,1,"Stable","Stable"
"LOC110053010",1.02174414950332,1.22339934936431,1.82297348863263,0.176959741568856,0.513345008822345,1,"Stable","Stable"
"LOC110053024",-0.277908132289582,5.39140304606133,0.39266253656557,0.53090316941174,0.793178483568708,1,"Stable","Stable"
"LOC110052983",-0.452792443590086,2.27767844553285,0.693335203956551,0.405032265708961,0.710212735958397,1,"Stable","Stable"
"LOC110052991",0.572863657280222,1.34019449113102,0.318296432427136,0.572633229686596,0.815894841554123,1,"Stable","Stable"
"LOC110052992",-0.482425446595074,5.9527602712922,2.13015330095698,0.14442631095443,0.473930950886538,1,"Stable","Stable"
